Timestamp,"NT:/FMSInfo/.type","NT:/FMSInfo/EventName","NT:/FMSInfo/FMSControlData","NT:/FMSInfo/GameSpecificMessage","NT:/FMSInfo/IsRedAlliance","NT:/FMSInfo/MatchNumber","NT:/FMSInfo/MatchType","NT:/FMSInfo/ReplayNumber","NT:/FMSInfo/StationNumber","NT:/LiveWindow/.status/LW Enabled","NT:/Shuffleboard/.metadata/Selected","NT:/Shuffleboard/.recording/FileNameFormat","NT:/Shuffleboard/.recording/RecordData","NT:/SmartDashboard/SP kD","NT:/SmartDashboard/SP kF","NT:/SmartDashboard/SP kI","NT:/SmartDashboard/SP kP","NT:/SmartDashboard/Select Left RPM","NT:/SmartDashboard/Select Left Voltage","NT:/SmartDashboard/Select Right RPM","NT:/SmartDashboard/Select Right Voltage","NT:/SmartDashboard/Shooter Pivot Motor Error","NT:/SmartDashboard/Shooter Pivot Motor Selected Sensor position","NT:/SmartDashboard/Shooter Pivot encoderAbosoluteAngle","NT:/SmartDashboard/Shooter Pivot encoderAngle","NT:/SmartDashboard/Shooter Pivot get measurement","NT:/SmartDashboard/kD","NT:/SmartDashboard/kF","NT:/SmartDashboard/kI","NT:/SmartDashboard/kP","NT:/SmartDashboard/shooter Pivot Motor Output Voltage","NT:/SmartDashboard/shooter Pivot Motor Setpoint Position","NTConnection","messages","position-shooter-pivot-ShooterPivot","sysid-test-state-ShooterPivot","systemTime","velocity-shooter-pivot-ShooterPivot","voltage-shooter-pivot-ShooterPivot"
0.646577,"FMSInfo"
0.646967,,,,""
0.647134,,""
0.661677,,,,,,0
0.6619,,,,,,,,0
0.662122,,,,,,,0
0.682305,,,,,true
0.70002,,,,,,,,,2
80.770984,,,33
0.783514,,,,,,,,,,false
1.594835,,,,,,,,,,,,,,,,,0
1.595057,,,,,,,,,,,,,,,,0
1.595187,,,,,,,,,,,,,,0
1.595317,,,,,,,,,,,,,,,0
1.912392,,,,,,,,,,,,,,,,,,,0
1.912708,,,,,,,,,,,,,,,,,,,,,0
1.912856,,,,,,,,,,,,,,,,,,100
1.913004,,,,,,,,,,,,,,,,,,,,0
1.913153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001
1.913283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1.913413,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1.913746,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001155043488
100.171186,,,,,,,,,,,,,,,,,,,,,,,,-0.703125
80.772635,,,,,,,,,,,,,,,,,,,,,,,,,-0.791015625
80.772653,,,,,,,,,,,,,,,,,,,,,,,-9
1.934727,,,,,,,,,,,,,,,,,,,,,,0
100.131266,,,,,,,,,,,,,,,,,,,,,,,,,,-0.703125
1.935079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1.935209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100.344591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""connected"":true,""remote_id"":""shuffleboard@1"",""remote_ip"":""172.22.11.1"",""remote_port"":50482,""protocol_version"":1025}"
100.436803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100.437119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001953125
100.437341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100.438825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"quasistatic-forward"
100.460807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018882999999987077
100.460826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018882999999987077
100.461623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018882999999987077
100.461734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001953125
100.461827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100.461846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"quasistatic-forward"
100.460807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018882999999987077
100.460826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018882999999987077
100.463181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30826299999999174
100.4632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30826299999999174
100.463589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30826299999999174
100.463682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001953125
100.463868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100.463886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"quasistatic-forward"
100.463181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30826299999999174
100.4632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30826299999999174
100.465166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3106189999999915
100.465185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3106189999999915
100.465537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3106189999999915
100.466891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001953125
100.46704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100.467058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"quasistatic-forward"
100.465166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3106189999999915
100.465185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3106189999999915
100.468264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3126039999999921
100.468283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3126039999999921
100.468765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3126039999999921
100.468858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001953125
100.46895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100.468969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"quasistatic-forward"
100.468264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3126039999999921
100.468283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3126039999999921
100.470138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3157019999999902
100.470138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3157019999999902
100.470509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3157019999999902
100.47062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001953125
100.470694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100.470713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"quasistatic-forward"
100.470138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3157019999999902
100.470138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3157019999999902
100.472104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31755699999998616
100.472122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31755699999998616
100.472475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31755699999998616
100.472568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001953125
100.472642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100.47266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"quasistatic-forward"
100.472104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31755699999998616
100.472122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31755699999998616
100.473811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3195229999999865
100.473829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3195229999999865
100.474293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3195229999999865
100.474386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001953125
100.474905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100.474924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"quasistatic-forward"
100.473811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3195229999999865
100.473829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3195229999999865
100.476352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3212299999999959
100.47637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3212299999999959
100.476834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3212299999999959
100.476908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001953125
100.477001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100.47702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"quasistatic-forward"
100.476352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3212299999999959
100.47637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3212299999999959
100.47817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32386399999998683
100.478188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32386399999998683
100.478541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32386399999998683
100.478615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001953125
100.478819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100.478838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"quasistatic-forward"
100.47817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32386399999998683
100.478188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32386399999998683
100.479988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3255889999999927
100.480062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3255889999999927
100.48047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3255889999999927
100.480544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001953125
100.480637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100.480655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"quasistatic-forward"
100.479988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3255889999999927
100.480062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3255889999999927
100.481991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3275
100.48201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3275
100.482436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3275
100.482548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001953125
100.482622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100.48264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"quasistatic-forward"
100.481991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3275
100.48201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3275
100.483401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3294850000000006
100.483419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3294850000000006
100.483772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3294850000000006
100.483846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001953125
100.483939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100.483939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"quasistatic-forward"
100.483401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3294850000000006
100.483419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3294850000000006
100.484588,,,,,,,,,,,,,,,,,,,,,,,,-0.791015625
100.484755,,,,,,,,,,,,,,,,,,,,,,,,,,-0.791015625
100.484774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33081999999999245
100.484774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33081999999999245
100.485126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33081999999999245
100.4852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002197265625
100.485274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100.485293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"quasistatic-forward"
100.484588,,,,,,,,,,,,,,,,,,,,,,,,-0.791015625
100.484755,,,,,,,,,,,,,,,,,,,,,,,,,,-0.791015625
100.484774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33081999999999245
100.484774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33081999999999245
100.486647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3321929999999993
100.486647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3321929999999993
100.487055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3321929999999993
100.487148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.002197265625
100.487556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
100.487575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"quasistatic-forward"
100.486647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3321929999999993
100.486647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3321929999999993
100.48878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33408499999999186
